player_id,stat_type,name,percent_owned,status,ownership,FGM/A,FTM/A,GP,MIN,FGA,FGM,FG%,FTA,FTM,FT%,3PTA,3PTM,3PT%,PTS,OFFREB,DEFREB,REB,AST,ST,BLK,TO,PF,IMPACT_FG,IMPACT_FT
5390,lastweek,Khem Birch,2,,0,2/5,0/0,2,26,5,2,0.4,0,0,0.0,1,1,1.0,5,4,1,5,1,1,0,0,3,0.1599637096774189,-0.0
5414,lastweek,Tim Frazier,0,,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
5417,lastweek,Jakarr Sampson,0,,0,3/4,0/0,1,8,4,3,0.75,0,0,0.0,1,1,1.0,7,0,0,0,1,1,0,2,1,1.2899455645161284,-0.0
5434,lastweek,Jahlil Okafor,0,INJ,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
5466,lastweek,Willie Cauley-Stein,2,,0,1/1,0/0,1,4,1,1,1.0,0,0,0.0,0,0,0.0,2,1,0,1,1,0,0,0,1,0.6799818548387094,-0.0
5468,lastweek,Stanley Johnson,0,,0,5/13,0/0,2,54,13,5,0.385,0,0,0.0,9,4,0.444,14,1,2,3,2,2,1,1,5,0.3249092741935472,-0.0
5469,lastweek,Frank Kaminsky,1,,0,7/13,2/2,2,41,13,7,0.538,2,2,1.0,3,1,0.333,17,3,5,8,2,1,1,2,1,1.5258729838709661,1.1857459677419353
5470,lastweek,Justise Winslow,18,,0,16/32,3/4,3,66,32,16,0.5,4,3,0.75,5,1,0.2,36,2,13,15,6,1,3,5,10,2.879709677419351,1.0286189516129027
5472,lastweek,Trey Lyles,5,,0,17/31,2/2,3,84,31,17,0.548,2,2,1.0,13,7,0.538,43,1,21,22,3,3,0,0,3,3.875691532258061,1.1857459677419353
5474,lastweek,Cameron Payne,1,,0,7/14,1/1,3,40,14,7,0.5,1,1,1.0,4,2,0.5,17,1,6,7,12,3,1,2,6,1.2598729838709661,0.5928729838709677
5484,lastweek,Tyus Jones,7,,0,10/20,0/0,3,44,20,10,0.5,0,0,0.0,7,4,0.571,24,0,10,10,4,4,0,2,0,1.7998185483870943,-0.0
5490,lastweek,Kevon Looney,1,,0,5/13,3/4,3,36,13,5,0.385,4,3,0.75,1,0,0.0,13,10,4,14,0,2,0,2,5,0.3249092741935472,1.0286189516129027
5491,lastweek,Cedi Osman,11,,0,4/15,2/2,2,37,15,4,0.267,2,2,1.0,9,3,0.333,13,0,9,9,3,0,0,2,3,-0.2120725806451622,1.1857459677419353
5495,lastweek,Guillermo Hernangómez,8,,0,7/9,0/0,2,36,9,7,0.778,0,0,0.0,0,0,0.0,14,3,8,11,6,0,1,1,4,3.2058729838709663,-0.0
